,Iteration,ScenarioSystemID,InstallDate,InstallNumber,ScenarioID,SystemID,Cost,Timing,SystemComponentID,ComponentID,UsageBaselineYear,Config_Name (from Config_link),Calculation,System_Name (from _SystemID),UsageAnnualMultiplier,Usage,Year,TotalUsageY
144,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2033,0
145,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2034,0
146,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2035,0
147,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2036,0
148,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2037,0
149,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2038,0
150,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2039,0
151,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2040,0
152,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2041,0
153,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2042,0
154,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2043,0
155,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2044,0
156,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2045,0
157,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2046,0
158,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2047,0
159,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2048,0
160,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2049,0
161,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2050,0
162,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2051,0
163,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2052,0
164,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2053,0
165,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2054,0
166,0,1,2025,351,results_SAT_600_2025,41,1.0,Installation,258,87,2028,SAT Rack 600W,$/Index,SAT Rack 600W,1.0,3014.0,2055,0
